linha,nome,operadora,data_pesquisa,faixa_horaria,passageiros,partidas,passageiros_viagem,tempo_viagem_min
1,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF1-PF2,,11/04/2013,5,22,1,22.0,26
2,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF1-PF2,,11/04/2013,6,142,3,47.3,32
3,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF1-PF2,,11/04/2013,7,78,2,39.0,33
4,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF1-PF2,,11/04/2013,8,64,3,21.3,32
5,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF1-PF2,,11/04/2013,9,39,3,13.0,31
6,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF1-PF2,,11/04/2013,10,28,2,14.0,36
7,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF1-PF2,,11/04/2013,11,37,2,18.5,31
8,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF1-PF2,,11/04/2013,12,88,2,44.0,39
9,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF1-PF2,,11/04/2013,13,44,2,22.0,35
10,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF1-PF2,,11/04/2013,14,24,1,24.0,35
11,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF1-PF2,,11/04/2013,15,38,2,19.0,36
12,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF1-PF2,,11/04/2013,16,16,2,8.0,30
13,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF1-PF2,,11/04/2013,17,51,3,17.0,32
14,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF1-PF2,,11/04/2013,18,36,2,18.0,30
15,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF1-PF2,,11/04/2013,19,15,1,15.0,34
16,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF1-PF2,,11/04/2013,22,22,1,22.0,26
17,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF2-PF1,,11/04/2013,6,32,3,10.7,39
18,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF2-PF1,,11/04/2013,7,34,3,11.3,40
19,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF2-PF1,,11/04/2013,8,11,2,5.5,38
20,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF2-PF1,,11/04/2013,9,75,3,25.0,46
21,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF2-PF1,,11/04/2013,10,42,2,21.0,46
22,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF2-PF1,,11/04/2013,11,38,2,19.0,45
23,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF2-PF1,,11/04/2013,12,62,2,31.0,47
24,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF2-PF1,,11/04/2013,13,32,2,16.0,41
25,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF2-PF1,,11/04/2013,14,16,1,16.0,43
26,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF2-PF1,,11/04/2013,15,92,3,30.7,46
27,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF2-PF1,,11/04/2013,16,73,2,36.5,54
28,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF2-PF1,,11/04/2013,17,132,3,44.0,47
29,Linha 1.3 (Alto Alegre-Duque/Cerejeiras) PF2-PF1,,11/04/2013,18,68,3,22.7,44
30,Linha 14 (Redentor/Carolina-Centro) PF1-PF2,Cidade Sem Limites,11/04/2013,6,115,3,38.3,20
31,Linha 14 (Redentor/Carolina-Centro) PF1-PF2,Cidade Sem Limites,11/04/2013,7,67,2,33.5,24
32,Linha 14 (Redentor/Carolina-Centro) PF1-PF2,Cidade Sem Limites,11/04/2013,8,24,2,12.0,29
33,Linha 14 (Redentor/Carolina-Centro) PF1-PF2,Cidade Sem Limites,11/04/2013,9,24,1,24.0,32
34,Linha 14 (Redentor/Carolina-Centro) PF1-PF2,Cidade Sem Limites,11/04/2013,10,38,2,19.0,33
35,Linha 14 (Redentor/Carolina-Centro) PF1-PF2,Cidade Sem Limites,11/04/2013,11,24,1,24.0,38
36,Linha 14 (Redentor/Carolina-Centro) PF1-PF2,Cidade Sem Limites,11/04/2013,12,40,2,20.0,38
37,Linha 14 (Redentor/Carolina-Centro) PF1-PF2,Cidade Sem Limites,11/04/2013,13,40,2,20.0,42
38,Linha 14 (Redentor/Carolina-Centro) PF1-PF2,Cidade Sem Limites,11/04/2013,14,73,2,36.5,42
39,Linha 14 (Redentor/Carolina-Centro) PF1-PF2,Cidade Sem Limites,11/04/2013,15,68,1,68.0,37
40,Linha 14 (Redentor/Carolina-Centro) PF1-PF2,Cidade Sem Limites,11/04/2013,16,64,2,32.0,30
41,Linha 14 (Redentor/Carolina-Centro) PF1-PF2,Cidade Sem Limites,11/04/2013,17,124,2,62.0,45
42,Linha 14 (Redentor/Carolina-Centro) PF1-PF2,Cidade Sem Limites,11/04/2013,18,15,1,15.0,32
43,Linha 14 (Redentor/Carolina-Centro) PF1-PF2,Cidade Sem Limites,11/04/2013,19,37,2,18.5,29
44,Linha 14 (Redentor/Carolina-Centro) PF1-PF2,Cidade Sem Limites,11/04/2013,20,74,2,37.0,31
45,Linha 14 (Redentor/Carolina-Centro) PF1-PF2,Cidade Sem Limites,11/04/2013,22,101,3,33.7,35
46,Linha 14 (Redentor/Carolina-Centro) PF2-PF1,Cidade Sem Limites,11/04/2013,5,5,1,5.0,27
47,Linha 14 (Redentor/Carolina-Centro) PF2-PF1,Cidade Sem Limites,11/04/2013,6,49,3,16.3,24
48,Linha 14 (Redentor/Carolina-Centro) PF2-PF1,Cidade Sem Limites,11/04/2013,7,34,3,11.3,29
49,Linha 14 (Redentor/Carolina-Centro) PF2-PF1,Cidade Sem Limites,11/04/2013,8,8,2,4.0,28
50,Linha 14 (Redentor/Carolina-Centro) PF2-PF1,Cidade Sem Limites,11/04/2013,9,22,3,7.3,26
51,Linha 14 (Redentor/Carolina-Centro) PF2-PF1,Cidade Sem Limites,11/04/2013,10,33,2,16.5,28
52,Linha 14 (Redentor/Carolina-Centro) PF2-PF1,Cidade Sem Limites,11/04/2013,11,30,2,15.0,28
53,Linha 14 (Redentor/Carolina-Centro) PF2-PF1,Cidade Sem Limites,11/04/2013,12,52,2,26.0,32
54,Linha 14 (Redentor/Carolina-Centro) PF2-PF1,Cidade Sem Limites,11/04/2013,13,30,2,15.0,31
55,Linha 14 (Redentor/Carolina-Centro) PF2-PF1,Cidade Sem Limites,11/04/2013,14,10,1,10.0,28
56,Linha 14 (Redentor/Carolina-Centro) PF2-PF1,Cidade Sem Limites,11/04/2013,15,27,2,13.5,26
57,Linha 14 (Redentor/Carolina-Centro) PF2-PF1,Cidade Sem Limites,11/04/2013,16,53,3,17.7,30
58,Linha 14 (Redentor/Carolina-Centro) PF2-PF1,Cidade Sem Limites,11/04/2013,17,81,3,27.0,31
59,Linha 14 (Redentor/Carolina-Centro) PF2-PF1,Cidade Sem Limites,11/04/2013,18,68,3,22.7,32
60,Linha 14 (Redentor/Carolina-Centro) PF2-PF1,Cidade Sem Limites,11/04/2013,19,12,2,6.0,25
61,Linha 14 (Redentor/Carolina-Centro) PF2-PF1,Cidade Sem Limites,11/04/2013,20,20,1,20.0,22
62,Linha 14 (Redentor/Carolina-Centro) PF2-PF1,Cidade Sem Limites,11/04/2013,21,15,1,15.0,22
63,Linha 14 (Redentor/Carolina-Centro) PF2-PF1,Cidade Sem Limites,11/04/2013,22,30,2,15.0,23
64,Linha 19 (Unip/Makro-Centro) PF1-PF2,,4/04/2013,6,115,3,38.3,20
65,Linha 19 (Unip/Makro-Centro) PF1-PF2,,4/04/2013,7,67,2,33.5,24
66,Linha 19 (Unip/Makro-Centro) PF1-PF2,,4/04/2013,8,24,2,12.0,29
67,Linha 19 (Unip/Makro-Centro) PF1-PF2,,4/04/2013,9,24,1,24.0,32
68,Linha 19 (Unip/Makro-Centro) PF1-PF2,,4/04/2013,10,38,2,19.0,33
69,Linha 19 (Unip/Makro-Centro) PF1-PF2,,4/04/2013,11,24,1,24.0,38
70,Linha 19 (Unip/Makro-Centro) PF1-PF2,,4/04/2013,12,40,2,20.0,38
71,Linha 19 (Unip/Makro-Centro) PF1-PF2,,4/04/2013,13,40,2,20.0,42
72,Linha 19 (Unip/Makro-Centro) PF1-PF2,,4/04/2013,14,73,2,36.5,42
73,Linha 19 (Unip/Makro-Centro) PF1-PF2,,4/04/2013,15,68,1,68.0,37
74,Linha 19 (Unip/Makro-Centro) PF1-PF2,,4/04/2013,16,64,2,32.0,30
75,Linha 19 (Unip/Makro-Centro) PF1-PF2,,4/04/2013,17,124,2,62.0,45
76,Linha 19 (Unip/Makro-Centro) PF1-PF2,,4/04/2013,18,15,1,15.0,32
77,Linha 19 (Unip/Makro-Centro) PF1-PF2,,4/04/2013,19,37,2,18.5,29
78,Linha 19 (Unip/Makro-Centro) PF1-PF2,,4/04/2013,20,74,2,37.0,31
79,Linha 19 (Unip/Makro-Centro) PF1-PF2,,4/04/2013,22,101,3,33.7,35
80,Linha 19 (Unip/Makro-Centro) PF2-PF1,,4/04/2013,5,104,3,34.7,29
81,Linha 19 (Unip/Makro-Centro) PF2-PF1,,4/04/2013,6,42,1,42.0,44
82,Linha 19 (Unip/Makro-Centro) PF2-PF1,,4/04/2013,7,134,2,67.0,37
83,Linha 19 (Unip/Makro-Centro) PF2-PF1,,4/04/2013,8,86,3,28.7,25
84,Linha 19 (Unip/Makro-Centro) PF2-PF1,,4/04/2013,9,14,1,14.0,26
85,Linha 19 (Unip/Makro-Centro) PF2-PF1,,4/04/2013,10,30,2,15.0,27
86,Linha 19 (Unip/Makro-Centro) PF2-PF1,,4/04/2013,11,14,1,14.0,25
87,Linha 19 (Unip/Makro-Centro) PF2-PF1,,4/04/2013,12,47,2,23.5,29
88,Linha 19 (Unip/Makro-Centro) PF2-PF1,,4/04/2013,13,46,1,46.0,30
89,Linha 19 (Unip/Makro-Centro) PF2-PF1,,4/04/2013,14,45,2,22.5,25
90,Linha 19 (Unip/Makro-Centro) PF2-PF1,,4/04/2013,15,162,4,40.5,31
91,Linha 19 (Unip/Makro-Centro) PF2-PF1,,4/04/2013,16,93,3,31.0,26
92,Linha 19 (Unip/Makro-Centro) PF2-PF1,,4/04/2013,17,67,2,33.5,28
93,Linha 19 (Unip/Makro-Centro) PF2-PF1,,4/04/2013,18,159,4,39.8,27
94,Linha 19 (Unip/Makro-Centro) PF2-PF1,,4/04/2013,19,21,2,10.5,23
95,Linha 19 (Unip/Makro-Centro) PF2-PF1,,4/04/2013,20,11,1,11.0,29
96,Linha 19 (Unip/Makro-Centro) PF2-PF1,,4/04/2013,21,20,1,20.0,28
97,Linha 19 (Unip/Makro-Centro) PF2-PF1,,4/04/2013,22,25,1,25.0,27
98,Linha 19C (Via Jd. Santos Dumont) PF2-PF1,,,,17,48,1,48.0,31
99,Linha 19D (Prolongamento até a Cral) PF1-PF2,,,,7,58,1,58.0,44
100,Linha 19D (Prolongamento até a Cral) PF1-PF2,,,,22,25,1,25.0,27
101,Linha 19D (Prolongamento até a Cral) PF2-PF1,,,,6,43,1,43.0,29
102,Linha 19D (Prolongamento até a Cral) PF2-PF1,,,,8,8,1,8.0,28
103,Linha 19D (Prolongamento até a Cral) PF2-PF1,,,,10,15,1,15.0,34
104,Linha 19D (Prolongamento até a Cral) PF2-PF1,,,,14,20,1,20.0,43
105,Linha 19D (Prolongamento até a Cral) PF2-PF1,,,,18,15,1,15.0,32
106,Linha 19F (Residencial Campo Novo) PF1-PF2,,,,10,15,1,15.0,28
107,Linha 19F (Residencial Campo Novo) PF1-PF2,,,,15,29,1,29.0,22
108,Linha 19F (Residencial Campo Novo) PF1-PF2,,,,19,12,1,12.0,21
109,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF1-PF2,Grande Bauru,03/04/2013,5,33,1,33.0,27
110,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF1-PF2,Grande Bauru,03/04/2013,6,82,2,41.0,31
111,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF1-PF2,Grande Bauru,03/04/2013,7,123,4,30.8,35
112,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF1-PF2,Grande Bauru,03/04/2013,8,47,2,23.5,36
113,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF1-PF2,Grande Bauru,03/04/2013,9,31,2,15.5,33
114,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF1-PF2,Grande Bauru,03/04/2013,10,55,3,18.3,34
115,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF1-PF2,Grande Bauru,03/04/2013,11,22,2,11.0,29
116,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF1-PF2,Grande Bauru,03/04/2013,12,70,2,35.0,39
117,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF1-PF2,Grande Bauru,03/04/2013,13,77,2,38.5,43
118,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF1-PF2,Grande Bauru,03/04/2013,14,28,2,14.0,35
119,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF1-PF2,Grande Bauru,03/04/2013,15,33,2,16.5,34
120,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF1-PF2,Grande Bauru,03/04/2013,16,33,3,11.0,31
121,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF1-PF2,Grande Bauru,03/04/2013,17,41,3,13.7,34
122,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF1-PF2,Grande Bauru,03/04/2013,18,38,2,19.0,35
123,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF1-PF2,Grande Bauru,03/04/2013,19,11,2,5.5,33
124,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF1-PF2,Grande Bauru,03/04/2013,20,3,1,3.0,29
125,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF1-PF2,Grande Bauru,03/04/2013,21,10,2,5.0,40
126,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF1-PF2,Grande Bauru,03/04/2013,22,6,1,6.0,33
127,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF2-PF1,Grande Bauru,03/04/2013,6,38,3,12.7,42
128,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF2-PF1,Grande Bauru,03/04/2013,7,17,2,8.5,39
129,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF2-PF1,Grande Bauru,03/04/2013,8,17,2,8.5,39
130,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF2-PF1,Grande Bauru,03/04/2013,9,18,2,9.0,42
131,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF2-PF1,Grande Bauru,03/04/2013,10,23,2,11.5,42
132,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF2-PF1,Grande Bauru,03/04/2013,11,48,2,24.0,41
133,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF2-PF1,Grande Bauru,03/04/2013,12,76,3,25.3,40
134,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF2-PF1,Grande Bauru,03/04/2013,13,51,2,25.5,38
135,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF2-PF1,Grande Bauru,03/04/2013,14,81,2,40.5,45
136,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF2-PF1,Grande Bauru,03/04/2013,15,48,2,24.0,48
137,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF2-PF1,Grande Bauru,03/04/2013,16,71,3,23.7,42
138,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF2-PF1,Grande Bauru,03/04/2013,17,110,3,36.7,45
139,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF2-PF1,Grande Bauru,03/04/2013,18,28,2,14.0,46
140,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF2-PF1,Grande Bauru,03/04/2013,19,30,2,15.0,36
141,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF2-PF1,Grande Bauru,03/04/2013,20,25,1,25.0,57
142,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF2-PF1,Grande Bauru,03/04/2013,21,16,1,16.0,32
143,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF2-PF1,Grande Bauru,03/04/2013,22,47,2,23.5,32
144,Linha 2.3 (Gerson França/Vânia Maria-Duque/Cerejeiras) PF2-PF1,Grande Bauru,03/04/2013,23,10,1,10.0,31
145,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF1-PF2,,3/04/2013,6,109,2,54.5,36
146,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF1-PF2,,3/04/2013,7,151,3,50.3,49
147,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF1-PF2,,3/04/2013,8,47,3,15.7,33
148,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF1-PF2,,3/04/2013,9,13,1,13.0,37
149,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF1-PF2,,3/04/2013,10,27,2,13.5,33
150,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF1-PF2,,3/04/2013,11,36,2,18.0,33
151,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF1-PF2,,3/04/2013,12,66,2,33.0,26
152,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF1-PF2,,3/04/2013,13,66,2,33.0,36
153,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF1-PF2,,3/04/2013,14,33,2,16.5,32
154,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF1-PF2,,3/04/2013,15,10,1,10.0,33
155,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF1-PF2,,3/04/2013,16,29,2,14.5,30
156,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF1-PF2,,3/04/2013,17,26,3,8.7,31
157,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF1-PF2,,3/04/2013,18,19,1,19.0,41
158,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF1-PF2,,3/04/2013,19,10,2,5.0,34
159,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF1-PF2,,3/04/2013,20,10,1,10.0,33
160,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF1-PF2,,3/04/2013,21,27,2,13.5,37
161,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF1-PF2,,3/04/2013,22,10,2,5.0,37
162,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF1-PF2,,3/04/2013,23,2,1,2.0,27
163,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF2-PF1,,3/04/2013,6,25,2,12.5,36
164,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF2-PF1,,3/04/2013,7,27,2,13.5,38
165,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF2-PF1,,3/04/2013,8,86,3,28.7,40
166,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF2-PF1,,3/04/2013,9,19,1,19.0,40
167,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF2-PF1,,3/04/2013,10,70,2,35.0,40
168,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF2-PF1,,3/04/2013,11,31,1,31.0,43
169,Linha 20 (Vl. São Paulo/Nova Bauru- Centro) PF2-PF1,,3/04/2013,12,142,3,47.3,48
